time,country,cases
251.0,Sierra Leone,2411
252.0,Sierra Leone,928
253.0,Sierra Leone,816
254.0,Sierra Leone,1056
255.0,Sierra Leone,1626
256.0,Sierra Leone,1165
257.0,Sierra Leone,763
258.0,Sierra Leone,1155
259.0,Sierra Leone,1415
260.0,Sierra Leone,718
261.0,Sierra Leone,648
262.0,Sierra Leone,737
263.0,Sierra Leone,824
264.0,Sierra Leone,922
265.0,Sierra Leone,714
266.0,Sierra Leone,746
267.0,Sierra Leone,607
268.0,Sierra Leone,530
269.0,Sierra Leone,350
270.0,Sierra Leone,685
271.0,Sierra Leone,486
272.0,Sierra Leone,223
273.0,Sierra Leone,608
274.0,Sierra Leone,570
275.0,Sierra Leone,521
276.0,Sierra Leone,362
277.0,Sierra Leone,367
278.0,Sierra Leone,363
279.0,Sierra Leone,238
280.0,Sierra Leone,525
281.0,Sierra Leone,303
282.0,Sierra Leone,236
283.0,Sierra Leone,336
284.0,Sierra Leone,287
285.0,Sierra Leone,174
286.0,Sierra Leone,260
287.0,Sierra Leone,171
288.0,Sierra Leone,233
289.0,Sierra Leone,133
290.0,Sierra Leone,192
291.0,Sierra Leone,174
292.0,Sierra Leone,216
293.0,Sierra Leone,177
294.0,Sierra Leone,129
295.0,Sierra Leone,187
296.0,Sierra Leone,101
297.0,Sierra Leone,63
298.0,Sierra Leone,84
299.0,Sierra Leone,119
300.0,Sierra Leone,139
301.0,Sierra Leone,130
302.0,Sierra Leone,103
303.0,Sierra Leone,104
304.0,Sierra Leone,125
305.0,Sierra Leone,211
306.0,Sierra Leone,159
307.0,Sierra Leone,47
308.0,Sierra Leone,59
309.0,Sierra Leone,67
310.0,Sierra Leone,53
311.0,Sierra Leone,73
312.0,Sierra Leone,40
313.0,Sierra Leone,40
314.0,Sierra Leone,61
315.0,Sierra Leone,31
316.0,Sierra Leone,47
317.0,Sierra Leone,38
318.0,Sierra Leone,56
319.0,Sierra Leone,42
320.0,Sierra Leone,37
321.0,Sierra Leone,27
322.0,Sierra Leone,43
323.0,Sierra Leone,28
324.0,Sierra Leone,63
325.0,Sierra Leone,30
326.0,Sierra Leone,20
327.0,Sierra Leone,30
328.0,Sierra Leone,20
329.0,Sierra Leone,24
330.0,Sierra Leone,27
331.0,Sierra Leone,7
332.0,Sierra Leone,16
333.0,Sierra Leone,23
334.0,Sierra Leone,17
335.0,Sierra Leone,9
336.0,Sierra Leone,20
337.0,Sierra Leone,30
338.0,Sierra Leone,11
339.0,Sierra Leone,8
340.0,Sierra Leone,11
341.0,Sierra Leone,15
342.0,Sierra Leone,11
343.0,Sierra Leone,11
344.0,Sierra Leone,14
345.0,Sierra Leone,6
346.0,Sierra Leone,4
347.0,Sierra Leone,3
348.0,Sierra Leone,4
349.0,Sierra Leone,3
350.0,Sierra Leone,13
351.0,Sierra Leone,11
352.0,Sierra Leone,7
353.0,Sierra Leone,8
354.0,Sierra Leone,10
355.0,Sierra Leone,6
356.0,Sierra Leone,3
357.0,Sierra Leone,3
358.0,Sierra Leone,12
359.0,Sierra Leone,5
360.0,Sierra Leone,6
361.0,Sierra Leone,4
362.0,Sierra Leone,2
363.0,Sierra Leone,3
364.0,Sierra Leone,3
365.0,Sierra Leone,3
366.0,Sierra Leone,1
367.0,Sierra Leone,2
368.0,Sierra Leone,1
369.0,Sierra Leone,0
370.0,Sierra Leone,1
371.0,Sierra Leone,1
372.0,Sierra Leone,1
373.0,Sierra Leone,1
374.0,Sierra Leone,2
375.0,Sierra Leone,0
376.0,Sierra Leone,2
377.0,Sierra Leone,0
378.0,Sierra Leone,0
379.0,Sierra Leone,1
380.0,Sierra Leone,1
381.0,Sierra Leone,1
382.0,Sierra Leone,1
383.0,Sierra Leone,3
384.0,Sierra Leone,0
385.0,Sierra Leone,1
386.0,Sierra Leone,0
387.0,Sierra Leone,1
388.0,Sierra Leone,3
389.0,Sierra Leone,1
390.0,Sierra Leone,0
391.0,Sierra Leone,0
392.0,Sierra Leone,1
393.0,Sierra Leone,0
394.0,Sierra Leone,2
395.0,Sierra Leone,0
396.0,Sierra Leone,0
397.0,Sierra Leone,0
398.0,Sierra Leone,1
399.0,Sierra Leone,1
400.0,Sierra Leone,1
401.0,Sierra Leone,0
402.0,Sierra Leone,0
403.0,Sierra Leone,0
404.0,Sierra Leone,0
405.0,Sierra Leone,0
406.0,Sierra Leone,0
407.0,Sierra Leone,0
408.0,Sierra Leone,0
409.0,Sierra Leone,0
410.0,Sierra Leone,0
411.0,Sierra Leone,0
412.0,Sierra Leone,0
413.0,Sierra Leone,0
414.0,Sierra Leone,0
415.0,Sierra Leone,0
416.0,Sierra Leone,0
417.0,Sierra Leone,0
418.0,Sierra Leone,0
419.0,Sierra Leone,0
420.0,Sierra Leone,0
421.0,Sierra Leone,0
422.0,Sierra Leone,0
423.0,Sierra Leone,0
424.0,Sierra Leone,0
425.0,Sierra Leone,0
426.0,Sierra Leone,0
427.0,Sierra Leone,0
428.0,Sierra Leone,0
429.0,Sierra Leone,0
430.0,Sierra Leone,0
431.0,Sierra Leone,0
432.0,Sierra Leone,0
433.0,Sierra Leone,0
434.0,Sierra Leone,0
435.0,Sierra Leone,0
436.0,Sierra Leone,0
437.0,Sierra Leone,0
438.0,Sierra Leone,0
439.0,Sierra Leone,0
440.0,Sierra Leone,0
441.0,Sierra Leone,0
442.0,Sierra Leone,0
443.0,Sierra Leone,0
444.0,Sierra Leone,0
445.0,Sierra Leone,0
446.0,Sierra Leone,0
447.0,Sierra Leone,0
448.0,Sierra Leone,0
449.0,Sierra Leone,0
